,Statement Description,topics,label,1,2,3,4,5,6,7,8,
1039,"this topic provides an overview of various theories  of privacy from social psychology and social science,  emphasizing privacy that involves interacting with  other people as opposed to organizations. proposed  topics include privacy tradeoffs and risks in the  social context, control and awareness of data consent,  personal information monitoring, regulatory  protections and concerns on maintaining social  privacy.  ",control and awareness of data consent,"6,8 ",0,0,0,0,0,1,0,1,
1040,"this topic provides an overview of various theories  of privacy from social psychology and social science,  emphasizing privacy that involves interacting with  other people as opposed to organizations. proposed  topics include privacy tradeoffs and risks in the  social context, control and awareness of data consent,  personal information monitoring, regulatory  protections and concerns on maintaining social  privacy.  ",personal information monitoring,"6,8 ",0,0,0,0,0,1,0,1,
1041,"this topic provides an overview of various theories  of privacy from social psychology and social science,  emphasizing privacy that involves interacting with  other people as opposed to organizations. proposed  topics include privacy tradeoffs and risks in the  social context, control and awareness of data consent,  personal information monitoring, regulatory  protections and concerns on maintaining social  privacy.  ",regulatory protections and concerns on maintaining social privacy,"6,8 ",0,0,0,0,0,1,0,1,
1042,"this topic provides overview of privacy behaviors  and concerns of users in protecting personal  information when using social media. proposed  topics include users’ online disclosure decisions and  behaviors, personas and identity management,  determining audience and social access controls,  interface and coping mechanisms for managing  privacy on various social media sites, challenges of  managing time boundaries, as well as  personal/workplace boundaries of social media. ",users online disclosure decisions and behaviors,"6,8 ",0,0,0,0,0,1,0,1,
1043,"this topic provides overview of privacy behaviors  and concerns of users in protecting personal  information when using social media. proposed  topics include users’ online disclosure decisions and  behaviors, personas and identity management,  determining audience and social access controls,  interface and coping mechanisms for managing  privacy on various social media sites, challenges of  managing time boundaries, as well as  personal/workplace boundaries of social media. ",personas and identity management,"6,8 ",0,0,0,0,0,1,0,1,
1044,"this topic provides overview of privacy behaviors  and concerns of users in protecting personal  information when using social media. proposed  topics include users’ online disclosure decisions and  behaviors, personas and identity management,  determining audience and social access controls,  interface and coping mechanisms for managing  privacy on various social media sites, challenges of  managing time boundaries, as well as  personal/workplace boundaries of social media. ",determining audience and social access controls,"6,8 ",0,0,0,0,0,1,0,1,
1045,"this topic provides overview of privacy behaviors  and concerns of users in protecting personal  information when using social media. proposed  topics include users’ online disclosure decisions and  behaviors, personas and identity management,  determining audience and social access controls,  interface and coping mechanisms for managing  privacy on various social media sites, challenges of  managing time boundaries, as well as  personal/workplace boundaries of social media. ",interface and coping mechanisms for managing privacy on various social media sites,"6,8 ",0,0,0,0,0,1,0,1,
1046,"this topic provides overview of privacy behaviors  and concerns of users in protecting personal  information when using social media. proposed  topics include users’ online disclosure decisions and  behaviors, personas and identity management,  determining audience and social access controls,  interface and coping mechanisms for managing  privacy on various social media sites, challenges of  managing time boundaries, as well as  personal/workplace boundaries of social media. ",challenges of managing time boundaries,"6,8 ",0,0,0,0,0,1,0,1,
1047,"this topic provides overview of privacy behaviors  and concerns of users in protecting personal  information when using social media. proposed  topics include users’ online disclosure decisions and  behaviors, personas and identity management,  determining audience and social access controls,  interface and coping mechanisms for managing  privacy on various social media sites, challenges of  managing time boundaries, as well as  personal/workplace boundaries of social media. ",personal workplace boundaries of social media,"6,8 ",0,0,0,0,0,1,0,1,
1049,"this topic provides overview of the types of personal  data (pd), including personally identifiable  information (pii), which are especially sensitive due  to the risk that such information could be misused to  significantly harm an individual in a financial,  employment or social way. proposed topics include  examples of data elements of sensitive personal data  (spd) (social security number, social insurance  number or other government issued identification  number such as a driver’s license or passport  number; bank account number; credit card numbers;  health and medical information; biometric or genetic  data, etc.), regulations governing the collection, use  and distribution of spd, and possibilities for inference of spd ",types of personal data (pd),"1,6,7  ",1,0,0,0,0,1,1,0,
1050,"this topic provides overview of the types of personal  data (pd), including personally identifiable  information (pii), which are especially sensitive due  to the risk that such information could be misused to  significantly harm an individual in a financial,  employment or social way. proposed topics include  examples of data elements of sensitive personal data  (spd) (social security number, social insurance  number or other government issued identification  number such as a driver’s license or passport  number; bank account number; credit card numbers;  health and medical information; biometric or genetic  data, etc.), regulations governing the collection, use  and distribution of spd, and possibilities for inference of spd ",personally identifiable information (pii),"1,6,7  ",1,0,0,0,0,1,1,0,
1051,"this topic provides overview of the types of personal  data (pd), including personally identifiable  information (pii), which are especially sensitive due  to the risk that such information could be misused to  significantly harm an individual in a financial,  employment or social way. proposed topics include  examples of data elements of sensitive personal data  (spd) (social security number, social insurance  number or other government issued identification  number such as a driver’s license or passport  number; bank account number; credit card numbers;  health and medical information; biometric or genetic  data, etc.), regulations governing the collection, use  and distribution of spd, and possibilities for inference of spd ",examples of sensitive personal data (spd),"1,6,7  ",1,0,0,0,0,1,1,0,
1052,"this topic provides overview of the types of personal  data (pd), including personally identifiable  information (pii), which are especially sensitive due  to the risk that such information could be misused to  significantly harm an individual in a financial,  employment or social way. proposed topics include  examples of data elements of sensitive personal data  (spd) (social security number, social insurance  number or other government issued identification  number such as a driver’s license or passport  number; bank account number; credit card numbers;  health and medical information; biometric or genetic  data, etc.), regulations governing the collection, use  and distribution of spd, and possibilities for inference of spd ",regulations governing spd,"1,6,7  ",1,0,0,0,0,1,1,0,
1053,"this topic provides overview of the types of personal  data (pd), including personally identifiable  information (pii), which are especially sensitive due  to the risk that such information could be misused to  significantly harm an individual in a financial,  employment or social way. proposed topics include  examples of data elements of sensitive personal data  (spd) (social security number, social insurance  number or other government issued identification  number such as a driver’s license or passport  number; bank account number; credit card numbers;  health and medical information; biometric or genetic  data, etc.), regulations governing the collection, use  and distribution of spd, and possibilities for inference of spd ",possibilities for inference of spd,"1,6,7  ",1,0,0,0,0,1,1,0,
1054,"location tracking, web traffic tracking, network  tracking, personal device tracking, digital assistants  recordings (siri, alexa, etc.). topics include users’  behaviors and concerns with each of these kinds of  tracking, as well as current methods for limiting  tracking and protecting privacy ",location tracking,"1,6,7  ",1,0,0,0,0,1,1,0,
1055,"location tracking, web traffic tracking, network  tracking, personal device tracking, digital assistants  recordings (siri, alexa, etc.). topics include users’  behaviors and concerns with each of these kinds of  tracking, as well as current methods for limiting  tracking and protecting privacy ",web traffic tracking,"1,6,7  ",1,0,0,0,0,1,1,0,
1056,"location tracking, web traffic tracking, network  tracking, personal device tracking, digital assistants  recordings (siri, alexa, etc.). topics include users’  behaviors and concerns with each of these kinds of  tracking, as well as current methods for limiting  tracking and protecting privacy ",network tracking,"1,6,7  ",1,0,0,0,0,1,1,0,
1057,"location tracking, web traffic tracking, network  tracking, personal device tracking, digital assistants  recordings (siri, alexa, etc.). topics include users’  behaviors and concerns with each of these kinds of  tracking, as well as current methods for limiting  tracking and protecting privacy ",personal device tracking,"1,6,7  ",1,0,0,0,0,1,1,0,
1058,"location tracking, web traffic tracking, network  tracking, personal device tracking, digital assistants  recordings (siri, alexa, etc.). topics include users’  behaviors and concerns with each of these kinds of  tracking, as well as current methods for limiting  tracking and protecting privacy ","digital assistants recordings (siri, alexa, etc.)","1,6,7  ",1,0,0,0,0,1,1,0,
1059,"location tracking, web traffic tracking, network  tracking, personal device tracking, digital assistants  recordings (siri, alexa, etc.). topics include users’  behaviors and concerns with each of these kinds of  tracking, as well as current methods for limiting  tracking and protecting privacy ",users' behaviors regarding tracking,"1,6,7  ",1,0,0,0,0,1,1,0,
1060,"location tracking, web traffic tracking, network  tracking, personal device tracking, digital assistants  recordings (siri, alexa, etc.). topics include users’  behaviors and concerns with each of these kinds of  tracking, as well as current methods for limiting  tracking and protecting privacy ",users' concerns about tracking,"1,6,7  ",1,0,0,0,0,1,1,0,
1061,"location tracking, web traffic tracking, network  tracking, personal device tracking, digital assistants  recordings (siri, alexa, etc.). topics include users’  behaviors and concerns with each of these kinds of  tracking, as well as current methods for limiting  tracking and protecting privacy ",current methods for limiting tracking,"1,6,7  ",1,0,0,0,0,1,1,0,
1062,"location tracking, web traffic tracking, network  tracking, personal device tracking, digital assistants  recordings (siri, alexa, etc.). topics include users’  behaviors and concerns with each of these kinds of  tracking, as well as current methods for limiting  tracking and protecting privacy ",protecting privacy,"1,6,7  ",1,0,0,0,0,1,1,0,
1064,"definition of usability and user experience, and the  impact that usability (or lack thereof) has on the  security and privacy of a system. topics include  examples of usability problems in traditional security  systems such as authentication or encryption,  usability and security tradeoffs in systems, methods  for evaluating the usability of security and privacy  systems. ",definition of usability,"6,7,8  ",0,0,0,0,0,1,1,1,
1065,"definition of usability and user experience, and the  impact that usability (or lack thereof) has on the  security and privacy of a system. topics include  examples of usability problems in traditional security  systems such as authentication or encryption,  usability and security tradeoffs in systems, methods  for evaluating the usability of security and privacy  systems. ",definition of user experience,"6,7,8  ",0,0,0,0,0,1,1,1,
1066,"definition of usability and user experience, and the  impact that usability (or lack thereof) has on the  security and privacy of a system. topics include  examples of usability problems in traditional security  systems such as authentication or encryption,  usability and security tradeoffs in systems, methods  for evaluating the usability of security and privacy  systems. ",impact of usability on security and privacy,"6,7,8  ",0,0,0,0,0,1,1,1,
1067,"definition of usability and user experience, and the  impact that usability (or lack thereof) has on the  security and privacy of a system. topics include  examples of usability problems in traditional security  systems such as authentication or encryption,  usability and security tradeoffs in systems, methods  for evaluating the usability of security and privacy  systems. ","usability problems in traditional security systems (e.g., authentication, encryption)","6,7,8  ",0,0,0,0,0,1,1,1,
1068,"definition of usability and user experience, and the  impact that usability (or lack thereof) has on the  security and privacy of a system. topics include  examples of usability problems in traditional security  systems such as authentication or encryption,  usability and security tradeoffs in systems, methods  for evaluating the usability of security and privacy  systems. ",usability and security tradeoffs,"6,7,8  ",0,0,0,0,0,1,1,1,
1069,"definition of usability and user experience, and the  impact that usability (or lack thereof) has on the  security and privacy of a system. topics include  examples of usability problems in traditional security  systems such as authentication or encryption,  usability and security tradeoffs in systems, methods  for evaluating the usability of security and privacy  systems. ",methods for evaluating usability in security and privacy systems,"6,7,8  ",0,0,0,0,0,1,1,1,
1070,"students will be able to operate at the intersection of  human factors, computer science, and the quality  assurance area. this should include a strong core of  computing and in-depth human factors and quality  assurance. topics include applied psychology in the  context of adversarial thinking and security policies,  security economics, regulatory environments,  responsibility, liability, self-determination,  impersonation, and fraud (e.g., phishing and spear  phishing, trust, deception, resistance to biometric  authentication and identity management). ",applied psychology in the context of adversarial thinking and security policies,"6,7,8  ",0,0,0,0,0,1,1,1,
1071,"students will be able to operate at the intersection of  human factors, computer science, and the quality  assurance area. this should include a strong core of  computing and in-depth human factors and quality  assurance. topics include applied psychology in the  context of adversarial thinking and security policies,  security economics, regulatory environments,  responsibility, liability, self-determination,  impersonation, and fraud (e.g., phishing and spear  phishing, trust, deception, resistance to biometric  authentication and identity management). ",security economics,"6,7,8  ",0,0,0,0,0,1,1,1,
1072,"students will be able to operate at the intersection of  human factors, computer science, and the quality  assurance area. this should include a strong core of  computing and in-depth human factors and quality  assurance. topics include applied psychology in the  context of adversarial thinking and security policies,  security economics, regulatory environments,  responsibility, liability, self-determination,  impersonation, and fraud (e.g., phishing and spear  phishing, trust, deception, resistance to biometric  authentication and identity management). ",regulatory environments,"6,7,8  ",0,0,0,0,0,1,1,1,
1073,"students will be able to operate at the intersection of  human factors, computer science, and the quality  assurance area. this should include a strong core of  computing and in-depth human factors and quality  assurance. topics include applied psychology in the  context of adversarial thinking and security policies,  security economics, regulatory environments,  responsibility, liability, self-determination,  impersonation, and fraud (e.g., phishing and spear  phishing, trust, deception, resistance to biometric  authentication and identity management). ",responsibility,"6,7,8  ",0,0,0,0,0,1,1,1,
1074,"students will be able to operate at the intersection of  human factors, computer science, and the quality  assurance area. this should include a strong core of  computing and in-depth human factors and quality  assurance. topics include applied psychology in the  context of adversarial thinking and security policies,  security economics, regulatory environments,  responsibility, liability, self-determination,  impersonation, and fraud (e.g., phishing and spear  phishing, trust, deception, resistance to biometric  authentication and identity management). ",liability,"6,7,8  ",0,0,0,0,0,1,1,1,
1075,"students will be able to operate at the intersection of  human factors, computer science, and the quality  assurance area. this should include a strong core of  computing and in-depth human factors and quality  assurance. topics include applied psychology in the  context of adversarial thinking and security policies,  security economics, regulatory environments,  responsibility, liability, self-determination,  impersonation, and fraud (e.g., phishing and spear  phishing, trust, deception, resistance to biometric  authentication and identity management). ",self determination,"6,7,8  ",0,0,0,0,0,1,1,1,
1076,"students will be able to operate at the intersection of  human factors, computer science, and the quality  assurance area. this should include a strong core of  computing and in-depth human factors and quality  assurance. topics include applied psychology in the  context of adversarial thinking and security policies,  security economics, regulatory environments,  responsibility, liability, self-determination,  impersonation, and fraud (e.g., phishing and spear  phishing, trust, deception, resistance to biometric  authentication and identity management). ",impersonation,"6,7,8  ",0,0,0,0,0,1,1,1,
1077,"students will be able to operate at the intersection of  human factors, computer science, and the quality  assurance area. this should include a strong core of  computing and in-depth human factors and quality  assurance. topics include applied psychology in the  context of adversarial thinking and security policies,  security economics, regulatory environments,  responsibility, liability, self-determination,  impersonation, and fraud (e.g., phishing and spear  phishing, trust, deception, resistance to biometric  authentication and identity management). ","fraud (e.g., phishing and spear phishing)","6,7,8  ",0,0,0,0,0,1,1,1,
1078,"students will be able to operate at the intersection of  human factors, computer science, and the quality  assurance area. this should include a strong core of  computing and in-depth human factors and quality  assurance. topics include applied psychology in the  context of adversarial thinking and security policies,  security economics, regulatory environments,  responsibility, liability, self-determination,  impersonation, and fraud (e.g., phishing and spear  phishing, trust, deception, resistance to biometric  authentication and identity management). ",trust,"6,7,8  ",0,0,0,0,0,1,1,1,
1079,"students will be able to operate at the intersection of  human factors, computer science, and the quality  assurance area. this should include a strong core of  computing and in-depth human factors and quality  assurance. topics include applied psychology in the  context of adversarial thinking and security policies,  security economics, regulatory environments,  responsibility, liability, self-determination,  impersonation, and fraud (e.g., phishing and spear  phishing, trust, deception, resistance to biometric  authentication and identity management). ",deception,"6,7,8  ",0,0,0,0,0,1,1,1,
1080,"students will be able to operate at the intersection of  human factors, computer science, and the quality  assurance area. this should include a strong core of  computing and in-depth human factors and quality  assurance. topics include applied psychology in the  context of adversarial thinking and security policies,  security economics, regulatory environments,  responsibility, liability, self-determination,  impersonation, and fraud (e.g., phishing and spear  phishing, trust, deception, resistance to biometric  authentication and identity management). ",resistance to biometric authentication and identity management,"6,7,8  ",0,0,0,0,0,1,1,1,
1081,"this topic provides an overview of regulating  policies (e.g., hipaa, ferpa, piis) and the method  or technique to take when a security situation arises.  topics include refresher training for policy updates,  revisiting of existing threats, and knowledge tests to  understand the policy when it comes to data  protection. due to the overlap in topics, also  reference the knowledge units in the societal  security and organizational security knowledge  areas. ","regulating policies (e.g., hipaa, ferpa, piis)","6,7,8  ",0,0,0,0,0,1,1,1,
1082,"this topic provides an overview of regulating  policies (e.g., hipaa, ferpa, piis) and the method  or technique to take when a security situation arises.  topics include refresher training for policy updates,  revisiting of existing threats, and knowledge tests to  understand the policy when it comes to data  protection. due to the overlap in topics, also  reference the knowledge units in the societal  security and organizational security knowledge  areas. ",method technique for handling security situations,"6,7,8  ",0,0,0,0,0,1,1,1,
1083,"this topic provides an overview of regulating  policies (e.g., hipaa, ferpa, piis) and the method  or technique to take when a security situation arises.  topics include refresher training for policy updates,  revisiting of existing threats, and knowledge tests to  understand the policy when it comes to data  protection. due to the overlap in topics, also  reference the knowledge units in the societal  security and organizational security knowledge  areas. ",refresher training for policy updates,"6,7,8  ",0,0,0,0,0,1,1,1,
1084,"this topic provides an overview of regulating  policies (e.g., hipaa, ferpa, piis) and the method  or technique to take when a security situation arises.  topics include refresher training for policy updates,  revisiting of existing threats, and knowledge tests to  understand the policy when it comes to data  protection. due to the overlap in topics, also  reference the knowledge units in the societal  security and organizational security knowledge  areas. ",revisiting existing threats,"6,7,8  ",0,0,0,0,0,1,1,1,
1085,"this topic provides an overview of regulating  policies (e.g., hipaa, ferpa, piis) and the method  or technique to take when a security situation arises.  topics include refresher training for policy updates,  revisiting of existing threats, and knowledge tests to  understand the policy when it comes to data  protection. due to the overlap in topics, also  reference the knowledge units in the societal  security and organizational security knowledge  areas. ",knowledge tests for understanding policy regarding data protection,"6,7,8  ",0,0,0,0,0,1,1,1,
1086,"this topic provides an overview of regulating  policies (e.g., hipaa, ferpa, piis) and the method  or technique to take when a security situation arises.  topics include refresher training for policy updates,  revisiting of existing threats, and knowledge tests to  understand the policy when it comes to data  protection. due to the overlap in topics, also  reference the knowledge units in the societal  security and organizational security knowledge  areas. ",societal security knowledge area,"6,7,8  ",0,0,0,0,0,1,1,1,
1087,"this topic provides an overview of regulating  policies (e.g., hipaa, ferpa, piis) and the method  or technique to take when a security situation arises.  topics include refresher training for policy updates,  revisiting of existing threats, and knowledge tests to  understand the policy when it comes to data  protection. due to the overlap in topics, also  reference the knowledge units in the societal  security and organizational security knowledge  areas. ",organizational security knowledge area,"6,7,8  ",0,0,0,0,0,1,1,1,
1088,"this topic provides an overview of privacy policies  in social and localized variances. jurisdictional  variance in privacy policy definitions should be  explored. the relationships between individuals,  organizations, or governmental privacy policies should also be addressed from the users’ perspective.  additional topics should include the impact of  privacy policy on new tools/software, identifying a  need for tools and techniques to be covered in most  areas. moreover, notifications of users of policy on  how their data is used so they can make an informed  choice as to whether to provide their information. ",jurisdictional variance in privacy policy definitions,"6,7,8  ",0,0,0,0,0,1,1,1,
1089,"this topic provides an overview of privacy policies  in social and localized variances. jurisdictional  variance in privacy policy definitions should be  explored. the relationships between individuals,  organizations, or governmental privacy policies should also be addressed from the users’ perspective.  additional topics should include the impact of  privacy policy on new tools/software, identifying a  need for tools and techniques to be covered in most  areas. moreover, notifications of users of policy on  how their data is used so they can make an informed  choice as to whether to provide their information. ","relationships between individuals, organizations, or governmental privacy policies from the user's perspective","6,7,8  ",0,0,0,0,0,1,1,1,
1090,"this topic provides an overview of privacy policies  in social and localized variances. jurisdictional  variance in privacy policy definitions should be  explored. the relationships between individuals,  organizations, or governmental privacy policies should also be addressed from the users’ perspective.  additional topics should include the impact of  privacy policy on new tools/software, identifying a  need for tools and techniques to be covered in most  areas. moreover, notifications of users of policy on  how their data is used so they can make an informed  choice as to whether to provide their information. ",impact of privacy policy on new tools software,"6,7,8  ",0,0,0,0,0,1,1,1,
1091,"this topic provides an overview of privacy policies  in social and localized variances. jurisdictional  variance in privacy policy definitions should be  explored. the relationships between individuals,  organizations, or governmental privacy policies should also be addressed from the users’ perspective.  additional topics should include the impact of  privacy policy on new tools/software, identifying a  need for tools and techniques to be covered in most  areas. moreover, notifications of users of policy on  how their data is used so they can make an informed  choice as to whether to provide their information. ",need for tools and techniques to be covered in most areas,"6,7,8  ",0,0,0,0,0,1,1,1,
1092,"this topic provides an overview of privacy policies  in social and localized variances. jurisdictional  variance in privacy policy definitions should be  explored. the relationships between individuals,  organizations, or governmental privacy policies should also be addressed from the users’ perspective.  additional topics should include the impact of  privacy policy on new tools/software, identifying a  need for tools and techniques to be covered in most  areas. moreover, notifications of users of policy on  how their data is used so they can make an informed  choice as to whether to provide their information. ",notifications to users about how their data is used,"6,7,8  ",0,0,0,0,0,1,1,1,
1093,"guidelines include reducing user burden and  decisions, providing secure defaults, reducing unintentional security and privacy errors, making  threats along with risks contextual and concrete, as  well as reducing technical language and jargon. ",reducing user burden and decisions,"6,7,8  ",0,0,0,0,0,1,1,1,
1094,"guidelines include reducing user burden and  decisions, providing secure defaults, reducing unintentional security and privacy errors, making  threats along with risks contextual and concrete, as  well as reducing technical language and jargon. ",providing secure defaults,"6,7,8  ",0,0,0,0,0,1,1,1,
1095,"guidelines include reducing user burden and  decisions, providing secure defaults, reducing unintentional security and privacy errors, making  threats along with risks contextual and concrete, as  well as reducing technical language and jargon. ",reducing unintentional security and privacy errors,"6,7,8  ",0,0,0,0,0,1,1,1,
1096,"guidelines include reducing user burden and  decisions, providing secure defaults, reducing unintentional security and privacy errors, making  threats along with risks contextual and concrete, as  well as reducing technical language and jargon. ",making threats along with risks contextual and concrete,"6,7,8  ",0,0,0,0,0,1,1,1,
1097,"guidelines include reducing user burden and  decisions, providing secure defaults, reducing unintentional security and privacy errors, making  threats along with risks contextual and concrete, as  well as reducing technical language and jargon. ",reducing technical language and jargon,"6,7,8  ",0,0,0,0,0,1,1,1,
1099,risk management is finding and controlling risks to  organizational information assets.  ,finding risks,7,0,0,0,0,0,0,1,0,
1100,risk management is finding and controlling risks to  organizational information assets.  ,controlling risks,7,0,0,0,0,0,0,1,0,
1101,risk management is finding and controlling risks to  organizational information assets.  ,organizational information assets,7,0,0,0,0,0,0,1,0,
1102,"asset identification is the cataloging of information  assets in an organization, such as databases or hardware,  to aid in the determination of risk should the assets be  compromised or lost. threats include any event  leveraging a vulnerability that has the potential to cause  loss or damage for the organization. threat intelligence  (threat modeling) is increasingly used by organizations  to maintain awareness and reactive capacity for existing  and emerging threats. ",asset identification,7,0,0,0,0,0,0,1,0,
1103,"asset identification is the cataloging of information  assets in an organization, such as databases or hardware,  to aid in the determination of risk should the assets be  compromised or lost. threats include any event  leveraging a vulnerability that has the potential to cause  loss or damage for the organization. threat intelligence  (threat modeling) is increasingly used by organizations  to maintain awareness and reactive capacity for existing  and emerging threats. ",vulnerability assessment,7,0,0,0,0,0,0,1,0,
1104,"asset identification is the cataloging of information  assets in an organization, such as databases or hardware,  to aid in the determination of risk should the assets be  compromised or lost. threats include any event  leveraging a vulnerability that has the potential to cause  loss or damage for the organization. threat intelligence  (threat modeling) is increasingly used by organizations  to maintain awareness and reactive capacity for existing  and emerging threats. ",loss or damage potential,7,0,0,0,0,0,0,1,0,
1105,"asset identification is the cataloging of information  assets in an organization, such as databases or hardware,  to aid in the determination of risk should the assets be  compromised or lost. threats include any event  leveraging a vulnerability that has the potential to cause  loss or damage for the organization. threat intelligence  (threat modeling) is increasingly used by organizations  to maintain awareness and reactive capacity for existing  and emerging threats. ",threat events,7,0,0,0,0,0,0,1,0,
1106,"asset identification is the cataloging of information  assets in an organization, such as databases or hardware,  to aid in the determination of risk should the assets be  compromised or lost. threats include any event  leveraging a vulnerability that has the potential to cause  loss or damage for the organization. threat intelligence  (threat modeling) is increasingly used by organizations  to maintain awareness and reactive capacity for existing  and emerging threats. ",threat modeling,7,0,0,0,0,0,0,1,0,
1107,"asset identification is the cataloging of information  assets in an organization, such as databases or hardware,  to aid in the determination of risk should the assets be  compromised or lost. threats include any event  leveraging a vulnerability that has the potential to cause  loss or damage for the organization. threat intelligence  (threat modeling) is increasingly used by organizations  to maintain awareness and reactive capacity for existing  and emerging threats. ",reactive capacity,7,0,0,0,0,0,0,1,0,
1108,"risk analysis is the organizational process to determine  and deal with possible accidental or intentional losses,  and designing and implementing procedures to minimize  the impact of these losses. this can also encompass  threat analysis and threat intelligence. ",organizational process for determining possible accidental or intentional losses,7,0,0,0,0,0,0,1,0,
1109,"risk analysis is the organizational process to determine  and deal with possible accidental or intentional losses,  and designing and implementing procedures to minimize  the impact of these losses. this can also encompass  threat analysis and threat intelligence. ",procedures to minimize the impact of these losses,7,0,0,0,0,0,0,1,0,
1110,"risk analysis is the organizational process to determine  and deal with possible accidental or intentional losses,  and designing and implementing procedures to minimize  the impact of these losses. this can also encompass  threat analysis and threat intelligence. ",threat analysis,7,0,0,0,0,0,0,1,0,
1111,"risk analysis is the organizational process to determine  and deal with possible accidental or intentional losses,  and designing and implementing procedures to minimize  the impact of these losses. this can also encompass  threat analysis and threat intelligence. ",threat intelligence,7,0,0,0,0,0,0,1,0,
1112,"this topic covers malicious human behavioral factors  that might cause harm as a result of a conscious violation  of trust, or best-use, or inadvertent error. an insider is defined as any person with authorized  access to an organization’s resources including  personnel, facilities, information, equipment, networks,  and systems. an insider threat is defined as the risk that an insider  will use their authorized access, wittingly or unwittingly,  to do harm to their organization. this can include theft  of proprietary information and technology; damage to  company facilities, systems, or equipment; actual or  threatened harm to employees; or, other actions that  would prevent the company from carrying out its normal  business practices this topic covers motive-means-opportunity behaviors:  motivation and discipline factors, accountability,  awareness and quality control. the fbi has developed materials including indicators  useful in identifying potential insider threat risks. ",malicious human behavioral factors,7,0,0,0,0,0,0,1,0,
1113,"this topic covers malicious human behavioral factors  that might cause harm as a result of a conscious violation  of trust, or best-use, or inadvertent error. an insider is defined as any person with authorized  access to an organization’s resources including  personnel, facilities, information, equipment, networks,  and systems. an insider threat is defined as the risk that an insider  will use their authorized access, wittingly or unwittingly,  to do harm to their organization. this can include theft  of proprietary information and technology; damage to  company facilities, systems, or equipment; actual or  threatened harm to employees; or, other actions that  would prevent the company from carrying out its normal  business practices this topic covers motive-means-opportunity behaviors:  motivation and discipline factors, accountability,  awareness and quality control. the fbi has developed materials including indicators  useful in identifying potential insider threat risks. ",definition of an insider,7,0,0,0,0,0,0,1,0,
1114,"this topic covers malicious human behavioral factors  that might cause harm as a result of a conscious violation  of trust, or best-use, or inadvertent error. an insider is defined as any person with authorized  access to an organization’s resources including  personnel, facilities, information, equipment, networks,  and systems. an insider threat is defined as the risk that an insider  will use their authorized access, wittingly or unwittingly,  to do harm to their organization. this can include theft  of proprietary information and technology; damage to  company facilities, systems, or equipment; actual or  threatened harm to employees; or, other actions that  would prevent the company from carrying out its normal  business practices this topic covers motive-means-opportunity behaviors:  motivation and discipline factors, accountability,  awareness and quality control. the fbi has developed materials including indicators  useful in identifying potential insider threat risks. ",definition of insider threat,7,0,0,0,0,0,0,1,0,
1115,"this topic covers malicious human behavioral factors  that might cause harm as a result of a conscious violation  of trust, or best-use, or inadvertent error. an insider is defined as any person with authorized  access to an organization’s resources including  personnel, facilities, information, equipment, networks,  and systems. an insider threat is defined as the risk that an insider  will use their authorized access, wittingly or unwittingly,  to do harm to their organization. this can include theft  of proprietary information and technology; damage to  company facilities, systems, or equipment; actual or  threatened harm to employees; or, other actions that  would prevent the company from carrying out its normal  business practices this topic covers motive-means-opportunity behaviors:  motivation and discipline factors, accountability,  awareness and quality control. the fbi has developed materials including indicators  useful in identifying potential insider threat risks. ",examples of insider threats,7,0,0,0,0,0,0,1,0,
1116,"this topic covers malicious human behavioral factors  that might cause harm as a result of a conscious violation  of trust, or best-use, or inadvertent error. an insider is defined as any person with authorized  access to an organization’s resources including  personnel, facilities, information, equipment, networks,  and systems. an insider threat is defined as the risk that an insider  will use their authorized access, wittingly or unwittingly,  to do harm to their organization. this can include theft  of proprietary information and technology; damage to  company facilities, systems, or equipment; actual or  threatened harm to employees; or, other actions that  would prevent the company from carrying out its normal  business practices this topic covers motive-means-opportunity behaviors:  motivation and discipline factors, accountability,  awareness and quality control. the fbi has developed materials including indicators  useful in identifying potential insider threat risks. ",motive means opportunity behaviors,7,0,0,0,0,0,0,1,0,
1117,"this topic covers malicious human behavioral factors  that might cause harm as a result of a conscious violation  of trust, or best-use, or inadvertent error. an insider is defined as any person with authorized  access to an organization’s resources including  personnel, facilities, information, equipment, networks,  and systems. an insider threat is defined as the risk that an insider  will use their authorized access, wittingly or unwittingly,  to do harm to their organization. this can include theft  of proprietary information and technology; damage to  company facilities, systems, or equipment; actual or  threatened harm to employees; or, other actions that  would prevent the company from carrying out its normal  business practices this topic covers motive-means-opportunity behaviors:  motivation and discipline factors, accountability,  awareness and quality control. the fbi has developed materials including indicators  useful in identifying potential insider threat risks. ",motivation and discipline factors,7,0,0,0,0,0,0,1,0,
1118,"this topic covers malicious human behavioral factors  that might cause harm as a result of a conscious violation  of trust, or best-use, or inadvertent error. an insider is defined as any person with authorized  access to an organization’s resources including  personnel, facilities, information, equipment, networks,  and systems. an insider threat is defined as the risk that an insider  will use their authorized access, wittingly or unwittingly,  to do harm to their organization. this can include theft  of proprietary information and technology; damage to  company facilities, systems, or equipment; actual or  threatened harm to employees; or, other actions that  would prevent the company from carrying out its normal  business practices this topic covers motive-means-opportunity behaviors:  motivation and discipline factors, accountability,  awareness and quality control. the fbi has developed materials including indicators  useful in identifying potential insider threat risks. ",accountability,7,0,0,0,0,0,0,1,0,
