KSAT ID,0,1,2,3,4,5,6,7,8,Statement Description
K0593,0,0,0,0,0,0,0,1,0,"Knowledge of the range of cyber operations and their underlying intelligence support needs, topics, and focus areas"
K0594,0,0,0,0,0,0,0,1,0,"Knowledge of the relationships between end states, objectives, effects, lines of operation, etc"
K0595,0,0,0,0,0,0,0,1,0,"Knowledge of the relationships of operational objectives, intelligence requirements, and intelligence production tasks"
K0596,1,0,0,0,0,0,0,0,0,Knowledge of the request for information process
K0597,0,0,0,0,0,0,0,1,0,Knowledge of the role of network operations in supporting and facilitating other organization operations
K0598,0,0,0,0,0,0,0,1,0,"Knowledge of the structure and intent of organization specific plans, guidance and authorizations"
K0599,0,0,0,0,1,0,0,0,0,"Knowledge of the structure, architecture, and design of modern digital and telephony networks"
K0600,0,0,0,0,1,0,0,0,0,"Knowledge of the structure, architecture, and design of modern wireless communications systems"
K0601,1,0,0,0,0,0,0,0,0,Knowledge of the systems/architecture/communications used for coordination
K0602,1,0,0,0,0,0,0,0,0,Knowledge of collection disciplines and capabilities
K0603,1,0,0,0,0,0,0,0,0,Knowledge of the ways in which targets or threats use the Internet
K0604,1,0,0,0,0,0,0,0,0,Knowledge of threat and/or target systems
K0605,1,0,0,0,0,0,0,0,0,"Knowledge of tipping, cueing, mixing, and redundancy"
K0606,1,0,0,0,0,0,0,0,0,"Knowledge of transcript development processes and techniques (e.g., verbatim, gist, summaries)"
K0607,1,0,0,0,0,0,0,0,0,Knowledge of translation processes and techniques
K0608,0,0,0,0,0,0,0,1,0,"Knowledge of Unix/Linux and Windows operating systems structures and internals (e.g., process management, directory structure, installed applications)"
K0609,0,0,0,0,1,0,0,0,0,Knowledge of virtual machine technologies
K0610,0,0,0,0,1,0,0,0,0,"Knowledge of virtualization products (VMware, Virtual PC)"
K0612,0,0,0,0,1,0,0,0,0,Knowledge of what constitutes a “threat” to a network
K0613,0,0,0,0,0,0,0,1,0,"Knowledge of who the organization’s operational planners are, how and where they can be contacted, and what are their expectations"
K0614,1,0,0,0,1,0,0,0,0,"Knowledge of wireless technologies (e.g., cellular, satellite, GSM) to include the basic structure, architecture, and design of modern wireless communications systems"
K0615,0,0,0,0,0,0,1,0,0,Knowledge of privacy disclosure statements based on current laws
K0622,0,0,0,0,0,0,0,1,0,"Knowledge of controls related to the use, processing, storage, and transmission of data"
K0624,1,0,1,0,0,0,0,0,0,Knowledge of Application Security Risks (e.g. Open Web Application Security Project Top 10 list)
K0628,1,0,0,0,0,0,0,0,0,"Knowledge of cyber competitions as a way of developing skills by providing hands-on experience in simulated, real-world situations"
